	time0	time1	time3	time6	time12	time24
C0	-0.9760532691557929	-1.4991178012955582	0.18646266192527344	0.668015569587772	0.8634033182297147	0.7572895207085905
C1	-0.22387029182597726	-1.1839453743653852	-0.9347965690952803	0.04062903286633967	1.0435281959505405	1.258455006469762
C2	0.9100582836436081	-0.7159497443587111	-1.1809708157365308	-0.7584649963314245	0.5844232670097089	1.1609040057733502
C3	1.7844664688599217	0.5652690565304939	-0.6375963165064858	-0.8160862347739588	-0.5533095427379638	-0.34274343137200713
C4	1.1014170500741762	0.9156051975334926	0.3482964518841169	-0.1018879962604184	-0.774436225641815	-1.4889944775895523
C5	-0.7818710735858874	1.5168104647913283	0.7699960464927091	0.19274472513621838	-0.7570244240752491	-0.940655738759119
