Genes	time0	time1	time3	time6	time12	time24
AT1G01010	-1.4290250973190564	0.09795069471553884	1.4840217979905777	0.8930869219328574	-0.07509189196202624	-0.9709424253578979
AT1G01020	-0.6597902375920396	0.8140166597183573	0.18508836556674743	1.6420650208915426	-0.6678234371251826	-1.3135563714594825
AT1G01030	1.3028070293964076	1.3028070293964076	0.052515235929625384	-0.6829779516805154	-1.2921733913614097	-0.6829779516805154
AT1G01040	1.8848814692230933	-0.7073287607452481	-1.11135989567463	-0.6666470906615487	0.5089087625827118	0.09154551527565634
AT1G01050	1.5939980155357931	0.26934314896744727	-1.232448427654515	-1.250781026905328	0.07424142505759274	0.5456468649990013
AT1G01060	0.5601394595132528	0.5580303244025732	-1.0660422723317575	-1.6870635357931445	0.650572024864062	0.984363999345014
AT1G01070	1.93345278536219	0.27661166378101176	-0.6790769932568597	-0.020476567586241154	-0.21541292553558075	-1.2950979627645172
AT1G01080	-0.13012864462594725	-1.5498757327008335	-0.423236082724038	-0.41406408145142776	1.4346676485326748	1.0826368929695636
AT1G01090	0.25117217346978316	-0.813436603149175	-1.1483200148260757	-0.7915190123723713	0.9349573010327007	1.5671461558451247
AT1G01100	-0.6567134523853234	-1.2821073839137522	-0.6151844320375807	-0.07801977248370508	1.120294330788647	1.5117307100317146
AT1G01110	0.7261604770068701	1.4212402675591045	0.6795532191945687	-1.4025415489105202	-0.6437360475952595	-0.7806763672547615
AT1G01120	1.2366877987537095	0.10712331594350047	1.3595517740219936	-0.7068815198717419	-0.7552422830555844	-1.2412390857918663
AT1G01130	1.3866189735357133	-0.46548417865115616	-0.205722539083354	-1.7943086268012207	0.44796485183333246	0.6309315191666832
AT1G01140	0.5889607222047869	0.8090452000338537	1.1826644457746702	-0.1848004225094253	-0.608177248487698	-1.7876926970161728
AT1G01150	0.39405520311955095	0.8669214468630126	0.8669214468630112	0.39405520311955095	-0.5516772843673696	-1.9702760155977506
AT1G01160	1.1149942842211569	-1.9030411452961076	-0.5300273337037038	0.4209821017950848	0.8191402513254223	0.07795184165809825
AT1G01170	1.4619732499403315	1.3137329833111602	-0.8932761247570356	-0.5237395876858691	-0.41338049903411017	-0.945310021774478
AT1G01180	2.201631462442631	-0.31823641698927757	-0.58649727270465	-0.3044536828243055	-0.24883494465548506	-0.743609145268922
AT1G01190	0.7291822437018258	0.6741811328039057	-0.998513174640915	-1.4241911330224448	-0.347328993395148	1.366669924552777
AT1G01200	0.9106344608852973	-1.1172181629661075	-0.9145224759482722	-0.9273664475830014	0.7711666396639768	1.277305985948111
AT1G01210	-0.9121962206134082	-1.6995566024577964	0.24924233085437375	0.8672140154050728	1.1643422180559284	0.3309542587558226
AT1G01220	0.4038253358924481	-1.8241578369168998	-0.36034703516617156	0.4235458097410736	-0.12119130949690733	1.4783250359464795
AT1G01225	1.152791729651009	-0.6290530493895232	-0.14068661270129973	-1.6463865976387992	0.020531081451935062	1.242803448626678
AT1G01230	0.2950150275473727	-0.8874188467027344	1.6449476352073371	0.6238835894664829	-0.27912245561277976	-1.3973049499056784
AT1G01240	2.0484522742058497	0.4553559283066625	-0.6889407290457255	-0.729912231074254	-0.5263666521147612	-0.5585885902777687
AT1G01250	1.4638501094227998	0.8783100656536799	0.2927700218845601	-0.29277002188455997	-0.8783100656536799	-1.4638501094227998
AT1G01260	-1.0584559429484885	1.9583089199461745	0.516991900773931	-0.20494873258467827	-0.5828564173596803	-0.6290397278272672
AT1G01290	0.4029194629810158	-1.0647925348844594	-1.3011010654950173	-0.06419538330581497	0.3235921512252793	1.7035773694789336
AT1G01300	0.5175341682888076	-0.44023934843424073	-0.9252559132383311	-1.352230796857754	0.6346397759444977	1.5655521142970203
AT1G01310	0.46664916383584965	0.20402385747780688	0.9849413398212621	0.9066505228466972	-0.7041196422361459	-1.8581452417454691
AT1G01320	-0.5347725647846158	-0.9565810285820772	0.24295041488871974	-0.254448938183409	2.0829514300747802	-0.5800993134134032
AT1G01340	-1.7268207003220974	0.5898916816394476	1.113858253625791	0.9780892659355045	-0.5690217715850358	-0.3859967292936068
AT1G01350	-0.5737843361995577	1.3606691240908246	0.8802905177873036	0.5292335039548877	-1.5178743604637623	-0.6785344491697215
AT1G01355	1.784255901431256	0.5771146997959328	-0.1737067961245903	-0.12101430860778084	-0.6440748819029534	-1.4225746145918652
AT1G01360	1.4120260735651065	1.3906582213478313	-0.7325811000473665	-0.49814452360578276	-0.9470724955569004	-0.6248861757028866
AT1G01370	0.8554145344324532	0.02400978592751901	-1.264418297197141	-1.288713463822648	0.28571617675447336	1.387991263905341
AT1G01380	0.6265955150446394	-0.5974679202833928	-1.0505049861593232	1.6764940985773102	-1.0764335121558994	0.4213168049766665
AT1G01420	1.412900864692221	-0.2913433176872548	-1.2529209973913227	-1.1510509537748514	0.32355366290559007	0.9588607412556178
AT1G01430	1.7068442036667761	-0.028682432631367983	-0.7905562024633536	-1.4050379915247424	-0.16133209492719197	0.6787645178798885
AT1G01440	1.5459034755504808	0.4221067928300977	0.5245134838827786	0.018265507076174213	-1.3029809921941469	-1.2078082671454065
AT1G01453	1.5670887239374338	0.8538292963079028	0.20538782221928983	-0.37823569832840515	-0.8970412653351815	-1.3510288788010396
AT1G01470	-0.3305963057485568	1.3074014068423447	1.0134935229117785	0.321529982671002	-0.7208388846190408	-1.5909897220575306
AT1G01480	-1.7583157539668754	-0.6988276999801347	0.9562911095038074	1.0193861502285513	0.659313971976683	-0.17784777776203192
AT1G01490	0.6704336734101636	-2.174666900841183	0.6861461541784806	0.5443070891475843	0.2285362355790553	0.0452437485259155
AT1G01500	-0.06996773254007482	-1.8555247048878738	1.1599550812648283	1.066727729243848	-0.04249586497477816	-0.2586945081059647
AT1G01510	0.6545899501850607	-1.0871938429508454	-1.249223234612143	-0.4571937995333171	0.6619375117906161	1.4770834151206236
AT1G01520	1.354126243356911	-0.16178060787419363	-1.396467848181043	0.6020765423048273	-1.133954895539269	0.7360005659327655
AT1G01540	0.6070820377358167	0.8147037571264906	-0.14634803162810237	-2.0373447094128396	-0.12167306765988599	0.8835800138384949
AT1G01550	0.8925079204298059	0.14852188560781435	1.635610636792449	-0.7218815159186845	-1.1703749971888384	-0.7843839297226393
AT1G01560	-1.594009535469793	0.8957360941460557	1.2751601404297046	0.5903183125045484	-0.5601761628120857	-0.6070288487984316
AT1G01570	-0.8900757886443034	-1.3234311238789243	-0.536848071625294	0.27139737919500717	1.1350341812709535	1.3439234236825583
AT1G01580	-0.4997705509749907	-0.4997705509749907	2.008760491811541	0.5299391773856281	-0.7695792836235941	-0.7695792836235941
AT1G01600	1.193401070295069	0.8207932338699008	-1.2049789966990243	-1.0456346222797894	-0.6969035741896042	0.93332288900345
AT1G01610	0.9974041704160205	-0.39999652036872835	0.18295919158000765	-1.941111689130908	0.1501778465182671	1.0105670009853474
AT1G01620	1.7731250418213607	0.5480840175353465	-0.9392508918379917	-1.2691884177990078	-0.2240773163543607	0.11130756663464944
AT1G01630	-0.21959437690461966	-1.8233728039042774	-0.47183663687739924	0.929429056726635	0.41591478468587756	1.169459976273788
AT1G01640	1.80203624396345	-0.02518338120482556	-1.454272337756361	-0.5857684958802105	-0.2285202017410365	0.4917081726189948
AT1G01650	-1.0651759188291512	1.5645609050875282	0.9638224111269001	0.19463218104635135	-0.6333461761929061	-1.0244934022387169
